Column1;aX;aY;aZ 
;133;921;513
;133;921;513
;133;921;513
;126;979;450
;126;979;450
;137;893;436
;137;893;436
;137;893;436
;139;965;370
;139;965;370
;139;965;370
;109;971;322
;107;973;297
;107;973;297
;68;940;283
;68;940;283
;68;940;283
;59;999;232
;59;999;232
;59;999;232
;37;898;212
;37;898;212
;37;898;212
;-2;998;134
;-2;998;134
;-2;998;134
;-17;978;109
;-17;978;109
;-17;978;109
;32;993;73
;32;993;73
;32;993;73
;26;956;72
;26;956;72
;26;956;72
;13;959;-31
;13;959;-31
;13;959;-31
;-21;940;-12
;-21;940;-12
;-21;940;-12
;0;914;-55
;0;914;-55
;0;914;-55
;15;966;-68
;15;966;-68
;15;966;-68
;20;961;-96
;7;955;-139
;7;955;-139
;-72;890;-93
;-72;890;-93
;-72;890;-93
;-40;1053;-219
;-40;1053;-219
;-40;1053;-219
;-2;986;-165
;-2;986;-165
;-7;959;-184
;0;886;-277
;0;886;-277
;0;886;-277
;-7;933;-327
;-7;933;-327
;-7;933;-327
;40;861;-284
;40;861;-284
;40;861;-284
;39;853;-349
;39;853;-349
;39;853;-349
;6;754;-280
;6;754;-280
;6;754;-280
;-1;844;-400
;-1;844;-400
;-1;844;-400
;-31;880;-345
;-31;880;-345
;-31;880;-345
;-1;894;-358
;-34;912;-374
;-34;912;-374
;18;892;-320
;18;892;-320
;18;892;-320
;20;924;-361
;20;924;-361
;20;924;-361
;60;913;-390
;60;913;-390
;60;913;-390
;-6;798;-387
;-6;798;-387
;-19;882;-399
;-7;872;-378
;-7;872;-378
;-18;914;-373
;-18;914;-373
;-18;914;-373
;-6;916;-368
;-6;916;-368
;-6;916;-368
;1;962;-376
;1;962;-376
;1;962;-376
;9;964;-358
;9;964;-358
;9;964;-358
;18;944;-351
;18;944;-351
;18;944;-351
;22;866;-382
;22;866;-382
;22;866;-382
;33;875;-368
;33;875;-368
;33;875;-368
;-2;925;-367
;-2;925;-367
;-2;925;-367
;18;982;-383
;18;982;-383
;18;982;-383
;5;917;-364
;5;917;-364
;14;922;-370
;38;895;-387
;38;895;-387
;64;859;-387
;64;859;-387
;64;859;-387
;67;874;-376
;67;874;-376
;67;874;-376
;70;900;-388
;70;900;-388
;70;900;-388
;76;902;-369
;76;902;-369
;76;902;-369
;73;930;-414
;73;930;-414
;73;930;-414
;84;868;-382
;84;868;-382
;84;868;-382
;84;921;-370
;84;921;-370
;84;921;-370
;76;828;-378
;76;828;-378
;61;888;-386
;111;938;-385
;111;938;-385
;111;938;-385
;85;877;-385
;85;877;-385
;85;877;-385
;106;896;-389
;106;896;-389
;106;896;-389
;61;884;-382
;61;884;-382
;64;915;-380
;69;918;-391
;69;918;-391
;69;918;-391
;59;916;-349
;59;916;-349
;59;916;-349
;105;928;-389
;105;928;-389
;104;926;-365
;92;923;-347
;112;894;-351
;112;894;-351
;91;932;-370
;91;932;-370
;91;932;-370
;96;896;-364
;96;896;-364
;96;896;-364
;53;964;-377
;53;964;-377
;44;950;-366
;69;906;-357
;92;904;-367
;92;904;-367
;89;903;-355
;89;903;-355
;89;903;-355
;110;909;-360
;110;909;-360
;110;909;-360
;103;917;-361
;103;917;-361
;91;907;-352
;75;935;-364
;75;935;-364
;75;935;-364
;70;884;-344
;70;884;-344
;70;884;-344
;87;895;-350
;87;895;-350
;87;895;-350
;94;952;-358
;94;952;-358
;92;959;-356
;86;929;-346
;86;929;-346
;93;910;-347
;112;921;-359
;112;921;-359
;112;921;-359
;113;926;-341
;113;926;-341
;113;926;-341
;113;933;-353
;113;933;-353
;113;933;-353
;107;937;-348
;91;941;-355
;91;941;-355
;108;917;-347
;108;917;-347
;108;917;-347
;108;907;-355
;108;907;-355
;108;907;-355
;121;910;-347
;121;910;-347
;122;939;-354
;112;947;-332
;112;947;-332
;112;947;-332
;103;913;-353
;103;913;-353
;103;913;-353
;96;918;-340
;96;918;-340
;96;918;-340
;113;903;-355
;113;903;-355
;107;889;-346
;103;951;-342
;103;951;-342
;103;951;-342
;109;922;-347
;109;922;-347
;109;922;-347
;108;932;-360
;108;932;-360
;108;932;-360
;100;926;-369
;100;926;-369
;100;926;-369
;121;907;-344
;121;907;-344
;116;923;-346
;113;932;-345
;113;932;-345
;115;964;-352
;115;964;-352
;115;964;-352
;102;923;-363
;102;923;-363
;102;923;-363
;128;877;-342
;128;877;-342
;128;877;-342
;131;854;-343
;131;854;-343
;131;854;-343
;135;892;-363
;135;892;-363
;135;892;-363
;125;921;-354
;125;921;-354
;125;921;-354
;127;918;-382
;127;918;-382
;127;918;-382
;110;932;-330
;110;932;-330
;110;932;-330
;113;886;-372
;113;886;-372
;113;886;-372
;116;898;-332
;116;898;-332
;116;898;-332
;127;887;-363
;127;887;-363
;127;887;-363
;122;935;-352
;122;935;-352
;122;935;-352
;107;934;-337
;107;934;-337
;107;934;-337
;130;867;-321
;130;867;-321
;130;867;-321
;140;947;-373
;140;947;-373
;120;956;-350
;137;919;-350
;137;919;-350
;137;919;-350
;91;920;-332
;91;920;-332
;91;920;-332
;96;880;-367
;96;880;-367
;96;880;-367
;75;917;-341
;103;957;-366
;103;957;-366
;47;938;-317
;47;938;-317
;47;938;-317
;129;872;-319
;129;872;-319
;129;872;-319
;98;962;-331
;98;962;-331
;98;962;-331
;108;941;-329
;102;925;-302
;102;925;-302
;106;1008;-304
;106;1008;-304
;106;1008;-304
;155;919;-283
;155;919;-283
;155;919;-283
;165;887;-340
;165;887;-340
;177;894;-328
;125;871;-284
;112;920;-278
;112;920;-278
;67;972;-248
;67;972;-248
;67;972;-248
;93;997;-294
;93;997;-294
;93;997;-294
;72;960;-286
;63;929;-266
;63;929;-266
;68;897;-262
;68;897;-262
;68;897;-262
;107;971;-242
;107;971;-242
;107;971;-242
;140;989;-273
;140;989;-273
;140;989;-273
;87;870;-215
;87;870;-215
;143;894;-242
;115;951;-250
;33;965;-254
;33;965;-254
;135;891;-210
;135;891;-210
;135;891;-210
;46;1054;-236
;46;1054;-236
;46;1054;-236
;120;903;-203
;120;903;-203
;39;979;-204
;56;1024;-267
;56;1024;-267
;56;1024;-267
;-13;997;-213
;-13;997;-213
;-13;997;-213
;14;893;-267
;14;893;-267
;14;893;-267
;-47;944;-218
;-47;944;-218
;10;1041;-283
;165;1144;-174
;165;1144;-174
;165;1144;-174
;39;1005;-213
;39;1005;-213
;39;1005;-213
;45;971;-212
;45;971;-212
;45;971;-212
;148;1064;-236
;148;1064;-236
;148;1064;-236
;40;1024;-251
;40;1024;-251
;40;1024;-251
;46;792;-254
;46;792;-254
;46;792;-254
;70;892;-333
;70;892;-333
;120;946;-329
;30;944;-265
;30;944;-265
;30;944;-265
;234;974;-275
;234;974;-275
;234;974;-275
;40;1100;-283
;40;1100;-283
;40;1100;-283
;206;852;-283
;206;852;-283
;206;852;-283
;137;1028;-342
;137;1028;-342
;137;1028;-342
;-11;962;-317
;-11;962;-317
;-11;962;-317
;229;820;-297
;229;820;-297
;229;820;-297
;169;900;-268
;169;900;-268
;169;900;-268
;171;888;-338
;171;888;-338
;154;953;-308
;184;1091;-423
;184;1091;-423
;184;1091;-423
;120;890;-319
;120;890;-319
;120;890;-319
;282;895;-315
;282;895;-315
;282;895;-315
;216;955;-380
;216;955;-380
;79;870;-548
;79;870;-548
;79;870;-548
;-7;881;-587
;-7;881;-587
;246;736;-530
;246;736;-530
;246;736;-530
;392;689;-437
;392;689;-437
;392;689;-437
;97;869;-498
;97;869;-498
;97;869;-498
;285;724;-486
;285;724;-486
;285;724;-486
;227;766;-523
;227;766;-523
;227;766;-523
;244;905;-505
;244;905;-505
;244;905;-505
;214;757;-499
;214;757;-499
;214;757;-499
;162;878;-609
;162;878;-609
;162;878;-609
;213;695;-536
;213;695;-536
;213;695;-536
;272;925;-495
;272;925;-495
;450;729;-419
;-3;772;-580
;-3;772;-580
;-3;772;-580
;347;902;-523
;347;902;-523
;347;902;-523
;186;745;-486
;186;745;-486
;186;745;-486
;303;828;-473
;303;828;-473
;118;650;-513
;298;874;-517
;298;874;-517
;298;874;-517
;304;764;-532
;304;764;-532
;304;764;-532
;148;921;-576
;148;921;-576
;148;921;-576
;304;727;-466
;304;727;-466
;269;834;-461
;235;785;-484
;235;785;-484
;235;785;-484
;245;828;-530
;245;828;-530
;245;828;-530
;218;831;-545
;218;831;-545
;278;852;-516
;278;852;-516
;234;791;-484
;341;859;-462
;341;859;-462
;341;859;-462
;170;762;-495
;170;762;-495
;170;762;-495
;282;826;-510
;282;826;-510
;282;826;-510
;231;852;-521
;198;839;-534
;198;839;-534
;235;799;-534
;235;799;-534
;235;799;-534
;346;900;-529
;346;900;-529
;346;900;-529
;198;725;-529
;198;725;-529
;198;725;-529
;329;842;-499
;329;842;-499
;345;871;-528
;273;815;-524
;273;815;-524
;273;815;-524
;226;686;-534
;226;686;-534
;226;686;-534
;297;799;-548
;297;799;-548
;435;623;-454
;217;578;-474
;217;578;-474
;220;870;-505
;331;684;-428
;331;684;-428
;331;684;-428
;271;846;-546
;271;846;-546
;271;846;-546
;330;815;-511
;330;815;-511
;194;834;-550
;260;893;-563
;275;848;-543
;275;848;-543
;278;771;-483
;278;771;-483
;278;771;-483
;235;747;-525
;235;747;-525
;235;747;-525
;347;862;-533
;347;862;-533
;269;839;-536
;234;790;-572
;234;790;-572
;234;790;-572
;326;784;-469
;326;784;-469
;326;784;-469
;258;767;-496
;258;767;-496
;258;767;-496
;317;874;-498
;219;870;-554
;219;870;-554
;331;771;-523
;331;771;-523
;331;771;-523
;260;830;-510
;260;830;-510
;260;830;-510
;343;743;-446
;343;743;-446
;343;743;-446
;243;816;-538
;243;816;-538
;243;816;-538
;258;795;-539
;258;795;-539
;258;795;-539
;363;824;-505
;363;824;-505
;363;824;-505
;216;826;-509
;216;826;-509
;216;826;-509
;298;740;-507
;298;740;-507
;298;740;-507
;297;829;-521
;297;829;-521
;297;829;-521
;287;772;-546
;287;772;-546
;287;772;-546
;287;827;-527
;287;827;-527
;287;827;-527
;336;754;-462
;336;754;-462
;336;754;-462
;340;789;-479
;340;789;-479
;340;789;-479
;195;798;-573
;195;798;-573
;195;798;-573
;317;816;-529
;317;816;-529
;317;816;-529
;292;802;-540
;292;802;-540
;292;802;-540
;283;768;-521
;283;768;-521
;283;768;-521
;253;813;-529
;253;813;-529
;253;813;-529
;310;816;-542
;310;816;-542
;310;816;-542
;377;790;-483
;377;790;-483
;377;790;-483
;221;736;-554
;221;736;-554
;221;736;-554
;342;829;-538
;342;829;-538
;342;829;-538
;236;797;-512
;236;797;-512
;356;822;-483
;252;737;-531
;252;737;-531
;252;737;-531
;319;861;-549
;319;861;-549
;319;861;-549
;235;725;-511
;235;725;-511
;235;725;-511
;395;812;-479
;395;812;-479
;395;812;-479
;311;806;-522
;311;806;-522
;311;806;-522
;243;776;-544
;243;776;-544
;243;776;-544
;391;807;-504
;391;807;-504
;391;807;-504
;234;744;-535
;234;744;-535
;291;836;-529
;337;863;-514
;337;863;-514
;329;759;-499
;278;817;-539
;278;817;-539
;293;799;-524
;293;799;-524
;293;799;-524
;300;843;-501
;300;843;-501
;300;843;-501
;263;753;-545
;263;753;-545
;263;753;-545
;282;810;-553
;282;810;-553
;282;810;-553
;257;764;-556
;257;764;-556
;257;764;-556
;358;795;-505
;358;795;-505
;358;795;-505
;238;799;-532
;274;864;-517
;274;864;-517
;341;727;-469
;341;727;-469
;341;727;-469
;242;818;-554
;242;818;-554
;242;818;-554
;270;799;-538
;270;799;-538
;270;799;-538
;315;782;-522
;315;782;-522
;341;753;-512
;257;771;-514
;257;771;-514
;257;771;-514
;322;786;-563
;322;786;-563
;322;786;-563
;279;846;-537
;279;846;-537
;286;796;-522
;313;735;-511
;313;735;-511
;315;752;-503
;272;748;-539
;272;748;-539
;272;748;-539
;324;828;-521
;324;828;-521
;324;828;-521
;283;803;-493
;283;803;-493
;283;803;-493
;329;786;-494
;329;786;-494
;224;836;-539
;335;782;-519
;335;782;-519
;335;782;-519
;257;787;-535
;257;787;-535
;257;787;-535
;339;760;-498
;339;760;-498
;339;760;-498
;245;820;-559
;282;769;-530
;282;769;-530
;261;757;-536
;261;757;-536
;261;757;-536
;340;832;-549
;340;832;-549
;340;832;-549
;244;754;-522
;244;754;-522
;244;754;-522
;344;763;-496
;344;763;-496
;344;763;-496
;262;808;-538
;262;808;-538
;262;808;-538
;340;865;-528
;340;865;-528
;340;865;-528
;236;732;-532
;236;732;-532
;265;754;-539
;262;808;-523
;262;808;-523
;262;808;-523
;320;789;-533
;320;789;-533
;320;789;-533
;232;747;-542
;232;747;-542
;232;747;-542
;365;833;-521
;365;833;-521
;365;833;-521
;210;787;-571
;210;787;-571
;210;787;-571
;346;754;-502
;346;754;-502
;346;754;-502
;242;805;-532
;242;805;-532
;242;805;-532
;367;777;-511
;367;777;-511
;367;777;-511
;340;823;-527
;340;823;-527
;340;823;-527
;255;798;-536
;255;798;-536
;255;798;-536
;293;756;-514
;293;756;-514
;293;756;-514
;297;804;-540
;291;843;-523
;291;843;-523
;272;739;-544
;272;739;-544
;272;739;-544
;359;848;-527
;359;848;-527
;359;848;-527
;220;714;-554
;220;714;-554
;220;714;-554
;329;808;-508
;329;808;-508
;329;808;-508
;336;833;-535
;336;833;-535
;336;833;-535
;230;756;-545
;230;756;-545
;230;756;-545
;292;818;-518
;292;818;-518
;292;818;-518
;306;820;-509
;316;791;-532
;316;791;-532
;246;767;-535
;246;767;-535
;246;767;-535
;273;754;-554
;273;754;-554
;273;754;-554
;295;792;-515
;295;792;-515
;295;792;-515
;276;797;-518
;276;797;-518
;312;824;-506
;313;814;-505
;313;814;-505
;277;767;-524
;282;847;-558
;282;847;-558
;282;847;-558
;283;731;-502
;283;731;-502
;283;731;-502
;294;793;-505
;294;793;-505
;294;793;-505
;298;843;-504
;318;812;-513
;318;812;-513
;295;754;-514
;295;754;-514
;295;754;-514
;190;794;-573
;190;794;-573
;332;822;-525
;332;822;-525
;329;781;-504
;257;806;-521
;257;806;-521
;257;806;-521
;295;777;-528
;295;777;-528
;295;777;-528
;215;819;-531
;215;819;-531
;215;819;-531
;337;789;-492
;337;789;-492
;337;789;-492
;376;846;-497
;376;846;-497
;376;846;-497
;202;735;-528
;202;735;-528
;202;735;-528
;385;840;-528
;385;840;-528
;385;840;-528
;165;737;-533
;165;737;-533
;308;814;-521
;271;767;-532
;271;767;-532
;271;767;-532
;315;821;-499
;315;821;-499
;315;821;-499
;223;773;-531
;223;773;-531
;223;773;-531
;374;808;-526
;374;808;-526
;374;808;-526
;266;811;-534
;266;811;-534
;173;790;-531
;385;802;-533
;385;802;-533
;385;802;-533
;169;732;-536
;169;732;-536
;283;761;-545
;378;857;-530
;378;857;-530
;259;785;-506
;258;717;-498
;322;816;-535
;322;816;-535
;255;766;-492
;255;766;-492
;255;766;-492
;308;817;-538
;308;817;-538
;308;817;-538
;309;807;-515
;309;807;-515
;309;807;-515
;255;788;-535
;255;788;-535
;255;788;-535
;320;830;-529
;320;830;-529
;320;830;-529
;215;753;-546
;215;753;-546
;215;753;-546
;243;816;-549
;243;816;-549
;246;773;-522
;288;801;-510
;288;801;-510
;288;801;-510
;294;800;-512
;294;800;-512
;294;800;-512
;246;813;-516
;246;813;-516
;246;813;-516
;343;846;-532
;278;828;-535
;278;828;-535
;302;824;-502
;302;824;-502
;302;824;-502
;262;679;-489
;262;679;-489
;262;679;-489
;289;755;-552
;289;755;-552
;228;762;-567
;272;805;-544
;289;806;-524
;289;806;-524
;294;857;-536
;294;857;-536
;294;857;-536
;272;767;-496
;272;767;-496
;272;767;-496
;293;787;-529
;293;787;-529
;190;740;-556
;225;757;-566
;306;811;-564
;306;811;-564
;268;837;-514
;268;837;-514
;268;837;-514
;325;766;-510
;325;766;-510
;325;766;-510
;220;754;-516
;220;754;-516
;220;754;-516
;283;740;-503
;283;740;-503
;283;740;-503
;267;760;-536
;267;760;-536
;267;760;-536
;82;696;-730
;82;696;-730
;82;696;-730
;506;826;-855
;506;826;-855
;506;826;-855
;1106;139;571
;-769;261;-114
;-769;261;-114
;96;1044;-1048
;96;1044;-1048
;96;1044;-1048
;-124;1398;-779
;-124;1398;-779
;-124;1398;-779
;142;802;-482
;142;802;-482
;172;804;-411
;145;925;-423
;145;925;-423
;145;925;-423
;148;741;-440
;148;741;-440
;148;741;-440
;84;751;-507
;84;751;-507
;84;751;-507
;75;898;-554
;75;898;-554
;75;898;-554
;74;846;-510
;74;846;-510
;99;868;-505
;99;868;-505
;99;868;-505
;68;826;-499
;68;826;-499
;68;826;-499
;76;834;-501
;76;834;-501
;76;834;-501
;74;853;-486
;74;853;-486
;74;853;-486
;98;920;-510
;98;920;-510
;98;920;-510
;60;818;-456
;60;818;-456
;60;818;-456
;41;872;-479
;41;872;-479
;41;872;-479
;81;863;-462
;81;863;-462
;70;858;-456
;24;869;-456
;24;869;-456
;24;869;-456
;88;881;-460
;88;881;-460
;88;881;-460
;73;879;-457
;73;879;-457
;73;879;-457
;61;855;-432
;61;855;-432
;75;869;-425
;96;904;-413
;96;904;-413
;96;904;-413
;106;920;-397
;106;920;-397
;106;920;-397
;92;877;-387
;92;877;-387
;92;877;-387
;83;918;-400
;83;918;-400
;83;918;-400
;86;885;-397
;86;885;-397
;86;885;-397
;57;937;-404
;57;937;-404
;57;937;-404
;63;908;-414
;39;898;-420
;39;898;-420
;35;879;-422
;35;879;-422
;35;879;-422
;17;873;-425
;17;873;-425
;17;873;-425
;-3;898;-454
;-3;898;-454
;-3;898;-454
;-13;864;-453
;-13;864;-453
;-13;864;-453
;5;856;-466
;5;856;-466
;5;856;-466
;4;840;-447
;4;840;-447
;4;840;-447
;48;826;-399
;48;826;-399
;48;826;-399
;57;780;-349
;12;809;-300
;12;809;-300
;12;809;-300
;-26;840;-321
;-26;840;-321
;-26;840;-321
;3;901;-359
;3;901;-359
;3;901;-359
;-40;882;-382
;-40;882;-382
;-45;917;-373
;-81;958;-333
;-144;987;-321
;-144;987;-321
;-83;968;-288
;-83;968;-288
;-83;968;-288
;-23;987;-209
;-23;987;-209
;-23;987;-209
;8;968;-230
;8;968;-230
;-2;895;-161
;-54;869;-144
;-54;869;-144
;-54;869;-144
;-30;802;-126
;-30;802;-126
;-30;802;-126
;-100;773;18
;-100;773;18
;-100;773;18
;-95;858;2
;-95;858;2
;-91;867;13
;-136;853;17
;-136;853;17
;-136;853;17
;-230;881;102
;-230;881;102
;-230;881;102
;-306;822;221
;-306;822;221
;-306;822;221
;-255;1002;286
;-306;1128;390
;-306;1128;390
;-248;1075;501
;-248;1075;501
;-248;1075;501
;-194;1075;487
;-194;1075;487
;-194;1075;487
;-241;1050;497
;-241;1050;497
;-241;1050;497
;-281;1074;498
;-219;1059;492
;-219;1059;492
;-172;986;506
;-178;819;564
;-178;819;564
;-120;952;527
;-120;952;527
;-120;952;527
;-91;991;599
;-91;991;599
;-91;991;599
;-22;930;671
;37;884;651
;37;884;651
;102;872;523
;102;872;523
;102;872;523
;86;729;612
;86;729;612
;86;729;612
;124;845;577
;124;845;577
;84;836;614
;-11;654;714
;-11;654;714
;-11;654;714
;56;662;662
;56;662;662
;56;662;662
;137;804;592
;137;804;592
;137;806;630
;137;806;630
;137;806;630
;147;873;688
;147;873;688
;147;873;688
;208;774;709
;208;774;709
;208;774;709
;265;777;690
;265;777;690
;265;777;690
;264;817;599
;264;817;599
;264;817;599
;285;876;685
;285;876;685
;285;876;685
;410;754;727
;410;754;727
;410;754;727
;319;769;714
;319;769;714
;319;769;714
;306;763;700
;306;763;700
;306;763;700
;216;795;679
;216;795;679
;240;743;715
;303;793;691
;303;793;691
;303;793;691
;280;844;677
;280;844;677
;280;844;677
;262;746;707
;262;746;707
;262;746;707
;233;768;665
;233;768;665
;253;781;659
;218;766;671
;218;766;671
;218;766;671
;250;747;661
;250;747;661
;250;747;661
;276;728;618
;276;728;618
;276;728;618
;196;809;602
;196;809;602
;196;809;602
;199;821;593
;199;821;593
;199;821;593
;184;830;581
;184;830;581
;184;830;581
;173;845;562
;173;845;562
;173;845;562
;174;835;573
;174;835;573
;154;826;581
;135;797;604
;135;797;604
;135;797;604
;179;746;613
;179;746;613
;179;746;613
;190;702;659
;190;702;659
;190;702;659
;251;705;776
;283;721;824
;283;721;824
;308;725;848
;308;725;848
;308;725;848
;240;798;738
;240;798;738
;240;798;738
;208;784;766
;208;784;766
;220;732;781
;221;723;767
;221;723;767
;241;774;779
;287;796;807
;287;796;807
;287;796;807
;199;854;638
;199;854;638
;199;854;638
;167;915;541
;167;915;541
;167;915;541
;96;860;536
;61;870;500
;61;870;500
;23;1026;397
;23;1026;397
;23;1026;397
;-11;1026;278
;-11;1026;278
;-11;1026;278
;40;858;338
;40;858;338
;40;858;338
;47;847;362
;47;847;362
;47;847;362
;121;997;440
;121;997;440
;121;997;440
;127;1170;577
;127;1170;577
;127;1170;577
;-51;1271;635
;-51;1271;635
;-51;1271;635
;-9;1251;635
;-9;1251;635
;-9;1251;635
;-80;1181;652
;-80;1181;652
;-80;1181;652
;-62;1176;634
;-62;1176;634
;-62;1176;634
;-69;1074;607
;-69;1074;607
;-69;1074;607
;-59;945;568
;-59;945;568
;-59;945;568
;-83;887;487
;-83;887;487
;-83;887;487
;-64;873;452
;-64;873;452
;-64;873;452
;-95;878;347
;-95;878;347
;-51;873;293
;-100;878;184
;-100;878;184
;-100;878;184
;-60;733;122
;-60;733;122
;-60;733;122
;-110;577;26
;-110;577;26
;-110;577;26
;-74;621;-206
;-74;621;-206
;-142;593;-141
;-23;498;-170
;-23;498;-170
;-23;498;-170
;-348;579;-305
;-348;579;-305
;-348;579;-305
;-307;449;-182
;-307;449;-182
;-307;449;-182
;-316;560;-172
;-342;577;-182
;-286;582;19
;-286;582;19
;-262;549;152
;-262;549;152
;-262;549;152
;-291;737;223
;-291;737;223
;-291;737;223
;-271;801;442
;-271;801;442
;-271;801;442
;12;938;657
;12;938;657
;12;938;657
;-14;762;668
;-14;762;668
;-14;762;668
;56;998;875
;56;998;875
;56;998;875
;147;948;902
;147;948;902
;147;948;902
;179;983;951
;179;983;951
;179;983;951
;227;880;1065
;227;880;1065
;227;880;1065
;327;808;1045
;327;808;1045
;327;808;1045
;569;796;1006
;569;796;1006
;569;796;1006
;323;578;986
;323;578;986
;323;578;986
;410;569;1036
;410;569;1036
;410;569;1036
;440;498;1010
;440;498;1010
;503;363;1013
;503;363;1013
;503;363;1013
;457;285;986
;457;285;986
;457;285;986
;430;287;946
;430;287;946
;430;287;946
;393;313;873
;393;313;873
;393;313;873
;409;388;819
;409;388;819
;409;388;819
;377;326;779
;377;326;779
;377;326;779
;453;408;671
;453;408;671
;453;408;671
;413;518;759
;413;518;759
;413;518;759
;331;393;873
;331;393;873
;331;393;873
;425;435;935
;425;435;935
;425;435;935
;435;249;960
;435;249;960
;435;249;960
;522;320;893
;522;320;893
;522;320;893
;606;314;840
;606;314;840
;588;283;869
;777;177;902
;777;177;902
;777;177;902
;737;341;871
;737;341;871
;737;341;871
;645;382;854
;645;382;854
;615;253;894
;610;283;840
;610;283;840
;610;283;840
;606;325;792
;606;325;792
;606;325;792
;626;329;842
;626;329;842
;626;329;842
;521;397;833
;521;397;833
;521;397;833
;538;429;795
;538;429;795
;563;411;773
;624;311;815
;624;311;815
;624;311;815
;677;427;745
;677;427;745
;677;427;745
;610;416;803
;610;416;803
;610;416;803
;564;294;908
;564;294;908
;537;358;819
;520;358;776
;520;358;776
;520;358;776
;607;254;847
;607;254;847
;607;254;847
;636;312;852
;636;312;852
;623;369;821
;577;327;819
;577;327;819
;577;327;819
;564;306;829
;564;306;829
;564;306;829
;612;332;793
;612;332;793
;612;332;793
;606;340;794
;606;340;794
;606;340;794
;620;326;832
;620;326;832
;620;326;832
;634;335;826
;634;335;826
;634;335;826
;614;322;793
;614;322;793
;614;322;793
;599;318;820
;599;318;820
;599;318;820
;628;356;811
;628;356;811
;628;356;811
;598;334;810
;598;334;810
;598;334;810
;630;339;798
;630;339;798
;630;339;798
;611;317;839
;611;317;839
;611;317;839
;621;422;777
;621;422;777
;621;422;777
;646;264;852
;646;264;852
;503;417;866
;503;417;866
;503;417;866
;480;349;917
;480;349;917
;463;371;868
;470;450;855
;453;446;873
;453;446;873
;442;405;887
;442;405;887
;442;405;887
;408;446;897
;408;446;897
;408;446;897
;411;306;930
;411;306;930
;411;306;930
;408;295;918
;408;295;918
;408;295;918
;352;331;910
;352;331;910
;352;331;910
;357;363;909
;357;363;909
;357;363;909
;345;363;898
;345;363;898
;345;363;898
;291;358;909
;291;358;909
;291;358;909
;287;439;884
;287;439;884
;287;439;884
;258;413;932
;258;413;932
;258;413;932
;276;401;940
;276;401;940
;275;437;922
;300;415;916
;300;415;916
;300;415;916
;271;382;930
;271;382;930
;271;382;930
;329;389;937
;329;389;937
;329;389;937
;275;415;932
;275;415;932
;275;415;932
;328;332;931
;328;332;931
;328;332;931
;358;373;897
;358;373;897
;358;373;897
;352;380;919
;352;380;919
;352;380;919
;347;417;924
;347;417;924
;359;442;912
;363;461;904
;363;461;904
;363;461;904
;342;420;888
;342;420;888
;342;420;888
;352;418;899
;352;418;899
;352;418;899
;378;379;923
;378;379;923
;378;379;923
;358;394;910
;358;394;910
;358;394;910
;318;381;906
;318;381;906
;318;381;906
;333;380;896
;333;380;896
;333;380;896
;390;356;918
;390;356;918
;390;356;918
;374;416;914
;374;416;914
;368;414;908
;381;413;947
;381;413;947
;381;413;947
;351;389;945
;351;389;945
;351;389;945
;371;374;928
;371;374;928
;355;375;929
;387;359;919
;387;359;919
;387;359;919
;365;340;925
;365;340;925
;365;340;925
;363;353;919
;363;353;919
;363;353;919
;385;385;891
;385;385;891
;385;385;891
;382;378;898
;382;378;898
;382;378;898
;382;349;882
;382;349;882
;382;349;882
;386;353;878
;386;353;878
;386;353;878
;418;308;860
;420;295;848
;420;295;848
;409;285;916
;409;285;916
;409;285;916
;342;283;971
;342;283;971
;342;283;971
;396;286;918
;396;286;918
;396;286;918
;418;265;941
;418;265;941
;418;265;941
;407;261;963
;407;261;963
;407;261;963
;392;246;948
;392;246;948
;392;246;948
;348;254;985
;348;254;985
;348;254;985
;346;319;965
;346;319;965
;350;352;954
;423;389;925
;423;389;925
;423;389;925
;417;371;950
;417;371;950
;417;371;950
;380;338;943
;380;338;943
;380;338;943
;378;285;950
;378;285;950
;368;277;949
;377;282;932
;377;282;932
;377;282;932
;405;283;944
;405;283;944
;405;283;944
;379;308;943
;379;308;943
;379;308;943
;381;364;929
;381;364;929
;374;369;923
;373;349;948
;373;349;948
;373;349;948
;397;333;934
;397;333;934
;397;333;934
;371;339;946
;371;339;946
;371;339;946
;355;343;950
;355;343;950
;352;343;951
;386;334;921
;386;334;921
;386;334;921
;389;345;899
;389;345;899
;393;364;921
;393;364;921
;398;356;927
;397;342;920
;397;342;920
;399;335;912
;392;371;892
;392;371;892
;392;371;892
;374;378;873
;374;378;873
;374;378;873
;385;360;893
;385;360;893
;385;360;893
;398;342;894
;411;314;879
;411;314;879
;418;340;910
;418;340;910
;418;340;910
;423;353;929
;423;353;929
;423;353;929
;410;334;919
;410;334;919
;425;348;926
;427;352;939
;405;367;927
;405;367;927
;372;372;897
;372;372;897
;372;372;897
;423;334;917
;423;334;917
;423;334;917
;425;371;925
;425;371;925
;421;390;918
;410;371;909
;415;337;916
;415;337;916
;427;350;904
;427;350;904
;427;350;904
;425;316;903
;425;316;903
;425;316;903
;438;300;901
;438;300;901
;457;312;903
;444;326;898
;444;326;898
;444;326;898
;424;314;889
;424;314;889
;424;314;889
;432;324;872
;432;324;872
;432;324;872
;430;330;914
;430;330;914
;457;307;949
;457;307;949
;457;307;949
;421;317;903
;421;317;903
;421;317;903
;439;306;900
;439;306;900
;439;306;900
;448;311;910
;448;311;910
;448;311;910
