aX,aY,aZ,gX,gY,gZ
-7.484,-0.441,3.294,-1.904,-1.904,-1.904
-7.867,-0.374,3.797,-2.351,-2.351,-2.351
-7.867,-0.374,3.797,-2.351,-2.351,-2.351
-8.265,-0.575,4.463,2.215,2.215,2.215
-8.634,-0.666,4.118,3.925,3.925,3.925
-8.863,-0.522,3.414,2.254,2.254,2.254
-8.682,-0.417,3.678,2.293,2.293,2.293
-8.447,-0.412,3.687,2.137,2.137,2.137
-8.447,-0.412,3.687,2.137,2.137,2.137
-8.887,-0.268,3.515,2.565,2.565,2.565
-8.772,-0.187,3.194,3.322,3.322,3.322
-8.729,-0.374,3.108,1.399,1.399,1.399
-8.859,-0.311,3.448,0.291,0.291,0.291
-8.964,-0.340,3.443,0.058,0.058,0.058
-9.132,-0.555,3.745,-0.058,-0.058,-0.058
-9.132,-0.555,3.745,-0.058,-0.058,-0.058
-9.146,-0.517,3.955,-0.350,-0.350,-0.350
-9.089,-0.441,3.936,-0.253,-0.253,-0.253
-9.089,-0.441,3.936,-0.253,-0.253,-0.253
-8.868,-0.388,3.888,0.641,0.641,0.641
-8.969,-0.249,3.826,0.971,0.971,0.971
-9.089,-0.354,3.802,1.224,1.224,1.224
-8.974,-0.321,3.639,1.554,1.554,1.554
-9.041,-0.283,3.759,1.729,1.729,1.729
-8.974,-0.326,3.472,2.565,2.565,2.565
-8.749,-0.278,3.247,2.662,2.662,2.662
-9.031,-0.230,3.251,1.302,1.302,1.302
-9.031,-0.230,3.251,1.302,1.302,1.302
-9.223,-0.565,3.553,0.971,0.971,0.971
-9.352,-0.536,3.716,0.486,0.486,0.486
-9.285,-0.608,3.802,0.622,0.622,0.622
-9.290,-0.627,3.749,0.719,0.719,0.719
-9.141,-0.565,3.730,0.622,0.622,0.622
-9.141,-0.565,3.730,0.622,0.622,0.622
-9.175,-0.517,3.596,1.574,1.574,1.574
-9.175,-0.517,3.596,1.574,1.574,1.574
-9.041,-0.354,3.543,1.049,1.049,1.049
-9.045,-0.393,3.400,1.574,1.574,1.574
-8.964,-0.450,3.548,1.749,1.749,1.749
-8.964,-0.450,3.548,1.749,1.749,1.749
-8.964,-0.330,3.596,1.360,1.360,1.360
-8.988,-0.378,3.520,1.146,1.146,1.146
-9.007,-0.469,3.572,0.058,0.058,0.058
-9.160,-0.426,3.773,-0.447,-0.447,-0.447
-9.112,-0.441,3.601,0.291,0.291,0.291
-9.194,-0.441,3.543,0.738,0.738,0.738
-9.127,-0.388,3.476,0.583,0.583,0.583
-9.208,-0.436,3.745,-0.253,-0.253,-0.253
-9.208,-0.436,3.745,-0.253,-0.253,-0.253
-9.232,-0.560,3.725,-0.155,-0.155,-0.155
-9.065,-0.565,3.687,0.369,0.369,0.369
-9.108,-0.546,3.639,1.069,1.069,1.069
-9.213,-0.469,3.678,1.360,1.360,1.360
-9.203,-0.503,3.553,0.719,0.719,0.719
-9.194,-0.460,3.687,0.233,0.233,0.233
-9.026,-0.426,3.615,0.622,0.622,0.622
-9.103,-0.532,3.496,1.166,1.166,1.166
-9.237,-0.623,3.467,0.505,0.505,0.505
-9.108,-0.512,3.615,-0.078,-0.078,-0.078
-9.021,-0.450,3.606,0.272,0.272,0.272
-9.122,-0.460,3.572,0.447,0.447,0.447
-9.002,-0.469,3.764,0.486,0.486,0.486
-9.117,-0.469,3.529,0.661,0.661,0.661
-9.199,-0.560,3.577,0.369,0.369,0.369
-9.203,-0.512,3.658,-0.233,-0.233,-0.233
-9.060,-0.345,3.778,0.253,0.253,0.253
-9.256,-0.479,3.658,1.224,1.224,1.224
-9.089,-0.464,3.620,0.447,0.447,0.447
-8.954,-0.311,3.572,0.369,0.369,0.369
-8.954,-0.354,3.414,0.855,0.855,0.855
-9.050,-0.374,3.443,0.117,0.117,0.117
-8.954,-0.393,3.539,0.039,0.039,0.039
-8.954,-0.393,3.539,0.039,0.039,0.039
-9.127,-0.474,3.634,0.505,0.505,0.505
-9.127,-0.474,3.634,0.505,0.505,0.505
-9.227,-0.340,3.745,0.602,0.602,0.602
-9.127,-0.364,3.567,0.661,0.661,0.661
-8.964,-0.364,3.467,0.466,0.466,0.466

-17.981,-11.765,-0.833,5.770,5.770,5.770
-16.827,-15.136,-1.389,9.209,9.209,9.209
-14.935,-15.601,-1.872,8.529,8.529,8.529
-11.995,-15.994,-2.222,6.781,6.781,6.781
-8.332,-15.529,-2.054,4.760,4.760,4.760
-6.230,-14.021,-1.810,4.216,4.216,4.216
-5.942,-13.331,-1.743,7.480,7.480,7.480
-6.048,-11.933,-1.949,8.568,8.568,8.568
-5.555,-10.812,-1.877,6.062,6.062,6.062
-5.516,-9.505,-1.283,2.059,2.059,2.059
-4.903,-7.824,-0.790,2.817,2.817,2.817
-4.894,-7.226,-1.015,7.538,7.538,7.538
-5.105,-6.493,-1.082,9.287,9.287,9.287
-5.459,-6.077,-0.934,9.015,9.015,9.015
-5.756,-5.516,-0.570,5.595,5.595,5.595
-5.535,-5.152,-0.129,1.438,1.438,1.438
-5.339,-4.530,0.632,-2.137,-2.137,-2.137
-5.339,-4.530,0.632,-2.137,-2.137,-2.137
-6.843,-3.836,1.484,-1.185,-1.185,-1.185
-6.953,-3.553,1.571,0.699,0.699,0.699
-7.006,-3.376,1.633,1.302,1.302,1.302
-7.154,-3.136,1.470,1.224,1.224,1.224
-7.010,-2.744,1.475,1.885,1.885,1.885
-7.082,-2.768,1.484,3.167,3.167,3.167
-7.398,-2.500,2.231,4.197,4.197,4.197
-7.575,-2.878,3.299,5.848,5.848,5.848
-7.877,-1.456,1.796,6.101,6.101,6.101
-7.413,-1.451,2.993,7.830,7.830,7.830
-7.413,-1.451,2.993,7.830,7.830,7.830
-7.762,-1.250,2.849,5.790,5.790,5.790
-7.738,-0.982,2.950,7.014,7.014,7.014
-7.738,-0.982,2.950,7.014,7.014,7.014
-7.585,-0.527,3.261,3.555,3.555,3.555
-7.681,-0.575,3.170,4.643,4.643,4.643
-7.628,-0.484,2.820,5.421,5.421,5.421
-7.628,-0.484,2.820,5.421,5.421,5.421
-7.705,-0.096,3.424,1.787,1.787,1.787
-7.618,0.043,3.496,1.671,1.671,1.671
-7.614,0.029,3.448,3.283,3.283,3.283
-7.413,-0.125,3.203,6.256,6.256,6.256
-7.044,0.144,3.113,6.217,6.217,6.217
-7.044,0.144,3.113,6.217,6.217,6.217
-6.910,0.144,3.060,4.158,4.158,4.158
-6.618,0.225,3.266,3.186,3.186,3.186
-6.819,0.527,3.338,2.701,2.701,2.701
-6.857,0.426,3.572,2.429,2.429,2.429
-7.135,0.493,3.831,1.943,1.943,1.943
-7.695,0.397,3.965,0.971,0.971,0.971
-8.121,0.235,4.247,-0.272,-0.272,-0.272
-8.265,0.479,4.530,-0.155,-0.155,-0.155
