aX,aY,aZ,gX,gY,gZ
2.768,-9.218,2.720,-0.194,-0.194,-0.194
2.825,-8.897,3.261,-0.311,-0.311,-0.311
2.931,-8.662,3.860,-3.322,-3.322,-3.322
2.796,-8.830,3.692,-5.479,-5.479,-5.479
2.796,-8.830,3.692,-5.479,-5.479,-5.479
2.921,-8.672,2.816,-2.953,-2.953,-2.953
3.366,-8.217,3.251,-1.127,-1.127,-1.127
3.261,-8.734,3.673,-2.973,-2.973,-2.973
3.261,-8.734,3.673,-2.973,-2.973,-2.973
3.462,-8.509,2.629,-4.352,-4.352,-4.352
3.606,-8.796,2.519,-0.563,-0.563,-0.563
3.649,-8.811,2.193,-2.176,-2.176,-2.176
3.912,-8.576,2.318,-2.254,-2.254,-2.254
3.663,-8.744,2.600,-1.010,-1.010,-1.010
3.649,-8.552,2.615,-0.233,-0.233,-0.233
3.682,-8.342,3.113,2.098,2.098,2.098
3.472,-8.653,3.419,0.583,0.583,0.583
3.472,-8.653,3.419,0.583,0.583,0.583
3.007,-8.907,3.055,1.302,1.302,1.302
3.409,-8.571,3.730,3.614,3.614,3.614
3.314,-8.643,3.481,2.681,2.681,2.681
3.309,-8.739,3.203,-0.894,-0.894,-0.894
3.309,-8.739,3.203,-0.894,-0.894,-0.894
3.203,-9.184,2.667,-2.370,-2.370,-2.370
3.108,-9.290,2.729,1.379,1.379,1.379
2.978,-9.314,2.342,0.602,0.602,0.602
2.978,-9.314,2.342,0.602,0.602,0.602

20.629,-10.420,0.158,-32.465,-32.465,-32.465
24.330,-11.306,2.083,-35.496,-35.496,-35.496
25.293,-12.426,4.343,-40.936,-40.936,-40.936
24.019,-14.227,7.173,-55.973,-55.973,-55.973
19.355,-14.586,9.539,-84.747,-84.747,-84.747
14.174,-11.531,6.278,-114.725,-114.725,-114.725
11.626,-7.700,4.099,-104.233,-104.233,-104.233
7.662,-2.342,6.163,-66.639,-66.639,-66.639
7.662,-2.342,6.163,-66.639,-66.639,-66.639
-13.508,-15.160,13.029,-34.233,-34.233,-34.233
-23.262,-12.460,-4.018,-130.714,-130.714,-130.714
-23.262,-12.460,-4.018,-130.714,-130.714,-130.714
-20.600,-6.364,-2.217,-68.602,-68.602,-68.602
-17.047,-5.133,-5.478,-39.517,-39.517,-39.517
-15.658,-6.062,-7.001,-26.986,-26.986,-26.986
-13.676,-4.626,-7.029,-32.232,-32.232,-32.232
-11.176,-3.965,-9.840,-40.528,-40.528,-40.528
-7.638,-3.874,-11.037,-14.630,-14.630,-14.630
-5.272,-5.377,-8.926,9.539,9.539,9.539
-3.725,-4.061,-8.634,-4.080,-4.080,-4.080
-2.595,-1.906,-9.021,-23.411,-23.411,-23.411
-1.719,-0.484,-9.026,-17.330,-17.330,-17.330
-1.604,0.110,-10.410,-6.936,-6.936,-6.936
-1.786,-0.742,-11.488,-3.711,-3.711,-3.711
-1.437,-1.460,-10.434,-1.205,-1.205,-1.205
-0.867,-0.546,-9.606,1.515,1.515,1.515
-1.020,-0.613,-9.299,3.711,3.711,3.711
-1.168,-1.891,-8.878,6.606,6.606,6.606
-1.053,-2.643,-8.298,8.743,8.743,8.743
-1.106,-3.060,-7.618,5.246,5.246,5.246
-0.996,-2.385,-8.734,-3.128,-3.128,-3.128
-0.867,-0.910,-10.056,-7.150,-7.150,-7.150
-0.881,-1.456,-10.238,-4.410,-4.410,-4.410
-0.881,-1.456,-10.238,-4.410,-4.410,-4.410
-0.833,-3.764,-9.251,7.033,7.033,7.033
-0.661,-3.558,-8.844,5.829,5.829,5.829
-0.417,-3.606,-9.438,0.097,0.097,0.097
-0.417,-3.606,-9.438,0.097,0.097,0.097
-0.254,-2.696,-9.371,-1.923,-1.923,-1.923
-0.757,-2.887,-9.807,-2.973,-2.973,-2.973
-0.919,-2.902,-9.989,-2.157,-2.157,-2.157
-0.828,-3.347,-9.615,0.097,0.097,0.097
